Open,High,Low,Close,Datetime
247.65,247.65,240,245.65,24.00-8.00-2.00 15.00:5.00
247.35,268.65,247.35,252.25,24.00-8.00-2.00 15.00:0.00
250,250.65,248,248.75,24.00-8.00-2.00 14.00:55.00
247.8,250.95,240.5,242.2,24.00-8.00-2.00 14.00:50.00
237.4,245.5,237.4,242,24.00-8.00-2.00 14.00:45.00
234.9,235.3,227.5,235.3,24.00-8.00-2.00 14.00:40.00
225.4,237.3,225.4,237.3,24.00-8.00-2.00 14.00:35.00
218,220,218,220,24.00-8.00-2.00 14.00:30.00
212.7,212.75,212,212.75,24.00-8.00-2.00 14.00:25.00
211.85,211.85,205,205,24.00-8.00-2.00 14.00:20.00
218.5,220,213.9,213.9,24.00-8.00-2.00 14.00:15.00
202,202,196.9,196.9,24.00-8.00-2.00 13.00:55.00
199.95,202,199,202,24.00-8.00-2.00 13.00:50.00
197.05,200.95,197.05,199.95,24.00-8.00-2.00 13.00:45.00
197.5,198.7,196.1,198.7,24.00-8.00-2.00 13.00:40.00
209.75,209.75,205.8,205.8,24.00-8.00-2.00 13.00:35.00
207.05,211,207.05,210,24.00-8.00-2.00 13.00:30.00
213.45,213.45,206.55,206.55,24.00-8.00-2.00 13.00:25.00
219.45,219.45,219.45,219.45,24.00-8.00-2.00 13.00:20.00
211.4,213.1,205.8,212.75,24.00-8.00-2.00 13.00:15.00
209.05,209.05,206.95,207.85,24.00-8.00-2.00 13.00:10.00
211.15,211.15,207.85,207.85,24.00-8.00-2.00 13.00:5.00
210.45,210.45,210.45,210.45,24.00-8.00-2.00 13.00:0.00
215,216,213.4,213.4,24.00-8.00-2.00 12.00:55.00
223.05,223.05,217.6,217.95,24.00-8.00-2.00 12.00:50.00
217.75,223.95,217.75,223.95,24.00-8.00-2.00 12.00:45.00
215.9,217,212.2,217,24.00-8.00-2.00 12.00:40.00
217.85,218.8,214.7,214.7,24.00-8.00-2.00 12.00:35.00
214.3,214.65,214.3,214.65,24.00-8.00-2.00 12.00:30.00
204.35,210,204.35,207.25,24.00-8.00-2.00 12.00:25.00
203.75,203.75,203.75,203.75,24.00-8.00-2.00 12.00:20.00
202.95,202.95,200,200,24.00-8.00-2.00 12.00:10.00
199.8,200.65,196.85,196.85,24.00-8.00-2.00 12.00:5.00
194.3,199.15,192.45,199.15,24.00-8.00-2.00 12.00:0.00
187.8,187.8,184.8,187.55,24.00-8.00-2.00 11.00:50.00
180.5,180.5,178.5,178.5,24.00-8.00-2.00 11.00:45.00
182.45,182.45,179.25,181.2,24.00-8.00-2.00 11.00:40.00
185.2,185.2,183.45,183.85,24.00-8.00-2.00 11.00:35.00
183.6,183.6,183.6,183.6,24.00-8.00-2.00 11.00:30.00
188.9,188.9,188.9,188.9,24.00-8.00-2.00 11.00:25.00
192.65,192.65,189.25,189.25,24.00-8.00-2.00 11.00:20.00
193.05,193.05,192.5,192.5,24.00-8.00-2.00 11.00:15.00
193.25,194.15,191.6,194.15,24.00-8.00-2.00 11.00:10.00
195,196.3,191.35,193.3,24.00-8.00-2.00 11.00:5.00
178,190,178,190,24.00-8.00-2.00 11.00:0.00
183.35,183.35,179,179,24.00-8.00-2.00 10.00:55.00
185.7,187.15,184.65,187.15,24.00-8.00-2.00 10.00:50.00
192.85,192.85,187.8,187.8,24.00-8.00-2.00 10.00:45.00
190.45,195,188.65,195,24.00-8.00-2.00 10.00:40.00
190,191.4,186.2,186.2,24.00-8.00-2.00 10.00:35.00
207.05,207.05,195.6,195.6,24.00-8.00-2.00 10.00:30.00
208.45,213.1,207.4,211.2,24.00-8.00-2.00 10.00:25.00
210.85,210.85,207.85,209.4,24.00-8.00-2.00 10.00:20.00
200,204.5,200,203.9,24.00-8.00-2.00 10.00:15.00
218.45,218.45,207.05,207.05,24.00-8.00-2.00 10.00:10.00
225.6,225.6,225.6,225.6,24.00-8.00-2.00 10.00:5.00
231,232,230,232,24.00-8.00-2.00 10.00:0.00
217,230.4,217,230.4,24.00-8.00-2.00 9.00:55.00
223.55,223.55,215.1,216.95,24.00-8.00-2.00 9.00:50.00
216.95,237.6,216.95,230.75,24.00-8.00-2.00 9.00:45.00
195,218.9,195,218.9,24.00-8.00-2.00 9.00:40.00
186.3,186.3,185.35,185.35,24.00-8.00-2.00 9.00:35.00
175.5,185.4,175.5,184,24.00-8.00-2.00 9.00:30.00
179.5,180.75,171.25,171.25,24.00-8.00-2.00 9.00:25.00
183.7,187.6,180.65,182.1,24.00-8.00-2.00 9.00:20.00
189.95,189.95,183.05,185,24.00-8.00-2.00 9.00:15.00
126.4,128.4,124,128.4,24.00-8.00-1.00 15.00:25.00
125.65,127.25,125.65,127.25,24.00-8.00-1.00 15.00:20.00
125.5,127.6,123.85,123.85,24.00-8.00-1.00 15.00:15.00
129.95,129.95,125.85,127.55,24.00-8.00-1.00 15.00:10.00
134.35,134.35,134.35,134.35,24.00-8.00-1.00 15.00:5.00
127.35,129.9,127.35,129.9,24.00-8.00-1.00 14.00:55.00
127.45,128.45,127.45,128.45,24.00-8.00-1.00 14.00:50.00
126.25,126.25,126.25,126.25,24.00-8.00-1.00 14.00:45.00
139.65,139.65,137.65,139.05,24.00-8.00-1.00 14.00:35.00
137.3,137.3,137.3,137.3,24.00-8.00-1.00 14.00:30.00
134.05,136.55,134.05,136.55,24.00-8.00-1.00 14.00:15.00
130.05,130.05,130.05,130.05,24.00-8.00-1.00 14.00:0.00
132.1,132.1,132.1,132.1,24.00-8.00-1.00 13.00:55.00
135,135,135,135,24.00-8.00-1.00 13.00:50.00
136.7,136.7,131.95,134.75,24.00-8.00-1.00 13.00:35.00
132.7,133,132.7,133,24.00-8.00-1.00 13.00:25.00
132.7,132.7,132.7,132.7,24.00-8.00-1.00 13.00:20.00
136.85,136.85,136.85,136.85,24.00-8.00-1.00 12.00:55.00
134.45,136.85,134.45,136.85,24.00-8.00-1.00 12.00:50.00
138.55,138.55,138.55,138.55,24.00-8.00-1.00 12.00:45.00
142.45,142.45,142.45,142.45,24.00-8.00-1.00 12.00:35.00
140,140,140,140,24.00-8.00-1.00 12.00:30.00
135,135,135,135,24.00-8.00-1.00 12.00:25.00
134.25,134.25,134.25,134.25,24.00-8.00-1.00 12.00:20.00
134,134,133.15,133.15,24.00-8.00-1.00 12.00:15.00
132.4,132.4,132.4,132.4,24.00-8.00-1.00 12.00:5.00
132.75,132.75,132.75,132.75,24.00-8.00-1.00 11.00:55.00
136.45,136.45,128.65,128.65,24.00-8.00-1.00 11.00:50.00
129.45,129.45,129.45,129.45,24.00-8.00-1.00 11.00:45.00
122.5,125.25,122.5,125.25,24.00-8.00-1.00 11.00:40.00
122.1,122.1,122.1,122.1,24.00-8.00-1.00 11.00:35.00
119.05,119.05,119.05,119.05,24.00-8.00-1.00 11.00:30.00
124,124,124,124,24.00-8.00-1.00 11.00:25.00
119.25,121.45,119.25,121.45,24.00-8.00-1.00 11.00:15.00
120,120.65,118.2,118.2,24.00-8.00-1.00 11.00:10.00
122.75,125.15,122.75,125.15,24.00-8.00-1.00 11.00:0.00
123.5,123.5,123.5,123.5,24.00-8.00-1.00 10.00:55.00
121.45,121.45,121.45,121.45,24.00-8.00-1.00 10.00:35.00
119.75,119.75,117.9,117.9,24.00-8.00-1.00 10.00:30.00
120.8,120.8,120.8,120.8,24.00-8.00-1.00 10.00:25.00
116.75,120.5,116.75,117.25,24.00-8.00-1.00 10.00:20.00
117.9,117.9,117.9,117.9,24.00-8.00-1.00 10.00:15.00
122.5,122.5,118,118,24.00-8.00-1.00 10.00:10.00
122.9,122.9,122.5,122.5,24.00-8.00-1.00 10.00:5.00
123.9,123.9,123.9,123.9,24.00-8.00-1.00 10.00:0.00
116.25,116.25,116.25,116.25,24.00-8.00-1.00 9.00:55.00
120.15,120.15,120.15,120.15,24.00-8.00-1.00 9.00:50.00
116.2,116.2,116.2,116.2,24.00-8.00-1.00 9.00:40.00
118.55,119.95,118.55,119.95,24.00-8.00-1.00 9.00:35.00
120,122.35,117.5,118,24.00-8.00-1.00 9.00:30.00
122.9,122.9,117.8,117.8,24.00-8.00-1.00 9.00:25.00
128,128,122.9,122.9,24.00-8.00-1.00 9.00:20.00
140,140,130.75,130.75,24.00-8.00-1.00 9.00:15.00
151.85,151.85,145.45,145.45,24.00-7.00-31.00 15.00:25.00
153.85,153.85,153.85,153.85,24.00-7.00-31.00 15.00:15.00
153,153,153,153,24.00-7.00-31.00 15.00:5.00
159.7,159.7,159.7,159.7,24.00-7.00-31.00 14.00:55.00
150,150,150,150,24.00-7.00-31.00 14.00:25.00
161.5,161.5,161.5,161.5,24.00-7.00-31.00 14.00:20.00
166.35,166.35,159.15,159.15,24.00-7.00-31.00 12.00:10.00
168.9,168.9,168.9,168.9,24.00-7.00-31.00 11.00:30.00
164,167.9,164,167.9,24.00-7.00-31.00 11.00:25.00
157.9,157.9,157.9,157.9,24.00-7.00-31.00 10.00:55.00
154.4,155.2,153.15,155.2,24.00-7.00-31.00 10.00:40.00
157.35,157.35,157.35,157.35,24.00-7.00-31.00 10.00:35.00
154,154,153.05,153.2,24.00-7.00-31.00 10.00:20.00
157,157,155.9,157,24.00-7.00-31.00 10.00:15.00
161.05,161.05,161.05,161.05,24.00-7.00-31.00 10.00:10.00
165.15,165.15,165.15,165.15,24.00-7.00-31.00 9.00:50.00
174.15,174.15,174.15,174.15,24.00-7.00-30.00 15.00:25.00
170.75,170.75,170.45,170.45,24.00-7.00-30.00 15.00:20.00
168.6,168.6,168.6,168.6,24.00-7.00-30.00 15.00:15.00
176,176.45,176,176.45,24.00-7.00-30.00 15.00:10.00
172.9,172.9,172,172,24.00-7.00-30.00 15.00:5.00
166,166,166,166,24.00-7.00-30.00 15.00:0.00
162.8,164,162.8,164,24.00-7.00-30.00 14.00:55.00
152.55,152.55,152.55,152.55,24.00-7.00-30.00 14.00:45.00
156,156,154,154,24.00-7.00-30.00 14.00:40.00
159,159,158,159,24.00-7.00-30.00 14.00:20.00
157.9,157.9,157.9,157.9,24.00-7.00-30.00 14.00:15.00
168.45,168.45,168.45,168.45,24.00-7.00-30.00 14.00:5.00
170,170,170,170,24.00-7.00-30.00 13.00:35.00
178.65,178.65,178.65,178.65,24.00-7.00-30.00 13.00:30.00
175.45,175.45,175,175,24.00-7.00-30.00 13.00:25.00
173,173,172,173,24.00-7.00-30.00 13.00:20.00
174.25,174.25,174.25,174.25,24.00-7.00-30.00 13.00:15.00
163,163,161,161,24.00-7.00-30.00 13.00:5.00
166,169.25,166,166,24.00-7.00-30.00 12.00:55.00
164.05,164.45,164.05,164.45,24.00-7.00-30.00 12.00:35.00
160.6,160.6,160.6,160.6,24.00-7.00-30.00 12.00:15.00
160.6,160.6,160.6,160.6,24.00-7.00-30.00 11.00:45.00
161.5,161.5,161.5,161.5,24.00-7.00-30.00 11.00:35.00
163.1,163.1,163.1,163.1,24.00-7.00-30.00 11.00:20.00
163,163,163,163,24.00-7.00-30.00 11.00:15.00
168.6,168.6,168.6,168.6,24.00-7.00-30.00 11.00:5.00
168,168,162.9,162.9,24.00-7.00-30.00 11.00:0.00
165,165,165,165,24.00-7.00-30.00 10.00:55.00
169,169,169,169,24.00-7.00-30.00 10.00:50.00
172.45,172.45,170.2,170.3,24.00-7.00-30.00 10.00:45.00
176.85,176.85,176.85,176.85,24.00-7.00-30.00 10.00:35.00
177.4,177.4,176,176.85,24.00-7.00-30.00 10.00:30.00
180.85,180.85,178.5,178.5,24.00-7.00-30.00 10.00:25.00
172.45,172.45,172.45,172.45,24.00-7.00-30.00 9.00:45.00
180,180,180,180,24.00-7.00-30.00 9.00:35.00
187.55,187.55,187.55,187.55,24.00-7.00-30.00 9.00:30.00
183.3,187.55,183.3,187.55,24.00-7.00-30.00 9.00:25.00
209.3,209.35,194.4,194.4,24.00-7.00-30.00 9.00:15.00
184.55,190.1,184.55,190.1,24.00-7.00-29.00 15.00:25.00
184.55,184.55,184.55,184.55,24.00-7.00-29.00 15.00:20.00
197.2,197.2,192.55,192.55,24.00-7.00-29.00 15.00:15.00
197.2,197.2,197.2,197.2,24.00-7.00-29.00 15.00:10.00
201,208,201,206.6,24.00-7.00-29.00 15.00:5.00
189.1,189.1,189.1,189.1,24.00-7.00-29.00 14.00:30.00
208.75,208.75,208.75,208.75,24.00-7.00-29.00 14.00:25.00
216,216,213.6,213.6,24.00-7.00-29.00 14.00:20.00
206.75,206.75,206.75,206.75,24.00-7.00-29.00 14.00:15.00
200,200,200,200,24.00-7.00-29.00 14.00:10.00
200,200,200,200,24.00-7.00-29.00 14.00:0.00
187.3,187.3,187.3,187.3,24.00-7.00-29.00 13.00:50.00
191.5,191.5,191.5,191.5,24.00-7.00-29.00 13.00:45.00
191.5,191.5,186,186,24.00-7.00-29.00 13.00:30.00
188.7,188.75,188.7,188.75,24.00-7.00-29.00 13.00:25.00
188.75,188.75,188.75,188.75,24.00-7.00-29.00 13.00:20.00
193.9,193.9,191.6,191.6,24.00-7.00-29.00 13.00:15.00
191.1,191.1,191.1,191.1,24.00-7.00-29.00 13.00:10.00
188,188,188,188,24.00-7.00-29.00 12.00:50.00
177.3,188.25,177.3,186.3,24.00-7.00-29.00 12.00:40.00
186,188.9,186,188.9,24.00-7.00-29.00 12.00:35.00
180.05,183.45,180.05,183.45,24.00-7.00-29.00 12.00:30.00
191.6,191.6,180.05,180.05,24.00-7.00-29.00 12.00:25.00
201.8,201.8,180.05,180.05,24.00-7.00-29.00 12.00:20.00
165.35,213.9,165.35,213.9,24.00-7.00-29.00 12.00:15.00
169.6,169.6,169.6,169.6,24.00-7.00-29.00 12.00:10.00
159.5,159.5,159.5,159.5,24.00-7.00-29.00 12.00:5.00
154,154,154,154,24.00-7.00-29.00 12.00:0.00
154,154,154,154,24.00-7.00-29.00 11.00:55.00
152.15,155.8,151.7,153.15,24.00-7.00-29.00 11.00:50.00
151.7,151.95,151.7,151.95,24.00-7.00-29.00 11.00:45.00
147.8,150.35,147.8,150.35,24.00-7.00-29.00 11.00:40.00
152.15,152.15,151.15,151.15,24.00-7.00-29.00 11.00:35.00
156.25,156.25,152,152,24.00-7.00-29.00 11.00:30.00
159.1,159.1,159.1,159.1,24.00-7.00-29.00 11.00:20.00
161.15,161.15,160.95,160.95,24.00-7.00-29.00 11.00:15.00
160.2,160.35,160.2,160.35,24.00-7.00-29.00 11.00:10.00
163.55,163.55,162.3,162.3,24.00-7.00-29.00 11.00:5.00
157.5,157.5,157.5,157.5,24.00-7.00-29.00 11.00:0.00
175,175,175,175,24.00-7.00-29.00 10.00:50.00
182.2,182.2,182.2,182.2,24.00-7.00-29.00 10.00:20.00
186.15,186.15,186.15,186.15,24.00-7.00-29.00 10.00:15.00
182,186.15,182,186.15,24.00-7.00-29.00 10.00:10.00
177.65,182.25,177.65,182.25,24.00-7.00-29.00 10.00:0.00
177.65,177.65,177.65,177.65,24.00-7.00-29.00 9.00:55.00
177,177,176.5,176.5,24.00-7.00-29.00 9.00:50.00
177.95,177.95,177,177,24.00-7.00-29.00 9.00:45.00
177.95,177.95,177.95,177.95,24.00-7.00-29.00 9.00:40.00
180.65,180.65,178.8,178.8,24.00-7.00-29.00 9.00:30.00
178.95,180,178.95,180,24.00-7.00-29.00 9.00:25.00
170.5,174.55,170.5,170.5,24.00-7.00-29.00 9.00:20.00
166.3,170.5,162.45,170.5,24.00-7.00-29.00 9.00:15.00
203.95,203.95,199.65,199.65,24.00-7.00-26.00 15.00:25.00
202,203.1,202,203.1,24.00-7.00-26.00 15.00:20.00
195,199.9,195,199.9,24.00-7.00-26.00 15.00:15.00
200.1,200.35,195.35,200.35,24.00-7.00-26.00 15.00:10.00
210.35,210.35,210.35,210.35,24.00-7.00-26.00 15.00:5.00
207.5,207.5,207.5,207.5,24.00-7.00-26.00 15.00:0.00
208,208,208,208,24.00-7.00-26.00 14.00:55.00
214.25,214.25,214.25,214.25,24.00-7.00-26.00 14.00:45.00
215.25,216.05,215.25,216.05,24.00-7.00-26.00 14.00:40.00
215,215,215,215,24.00-7.00-26.00 14.00:35.00
222,222,216,216,24.00-7.00-26.00 14.00:25.00
222,222,222,222,24.00-7.00-26.00 14.00:5.00
223.2,223.2,223.2,223.2,24.00-7.00-26.00 14.00:0.00
214.05,228.2,214.05,228.2,24.00-7.00-26.00 13.00:55.00
218.8,218.8,218.8,218.8,24.00-7.00-26.00 13.00:40.00
218.35,218.35,215,215,24.00-7.00-26.00 13.00:35.00
223,223,221.9,221.9,24.00-7.00-26.00 13.00:30.00
218.45,219.05,218.45,219.05,24.00-7.00-26.00 13.00:25.00
223.05,223.05,221,221.45,24.00-7.00-26.00 13.00:20.00
220.55,228,220.55,228,24.00-7.00-26.00 13.00:15.00
229,229,222.2,222.85,24.00-7.00-26.00 13.00:10.00
234.95,234.95,233.4,234.8,24.00-7.00-26.00 13.00:5.00
238,238,233.1,235.55,24.00-7.00-26.00 13.00:0.00
235.1,238.8,235.1,236.55,24.00-7.00-26.00 12.00:55.00
239.85,239.85,236.15,236.15,24.00-7.00-26.00 12.00:50.00
235.3,235.3,235.3,235.3,24.00-7.00-26.00 12.00:45.00
249.25,249.25,239.6,239.6,24.00-7.00-26.00 12.00:40.00
244.05,249,243,249,24.00-7.00-26.00 12.00:35.00
257.7,257.7,245.55,247,24.00-7.00-26.00 12.00:30.00
269.15,269.15,264.3,264.3,24.00-7.00-26.00 12.00:15.00
264.7,266,264.7,266,24.00-7.00-26.00 12.00:10.00
262.45,262.45,262.45,262.45,24.00-7.00-26.00 12.00:0.00
268.6,268.6,265.55,266.3,24.00-7.00-26.00 11.00:55.00
272,272,271.95,272,24.00-7.00-26.00 11.00:45.00
276.25,276.25,276.25,276.25,24.00-7.00-26.00 11.00:40.00
276,276.4,276,276.4,24.00-7.00-26.00 11.00:35.00
272.05,276.15,272.05,276,24.00-7.00-26.00 11.00:30.00
273.1,274,273.1,274,24.00-7.00-26.00 11.00:25.00
274.5,274.5,271.75,271.75,24.00-7.00-26.00 11.00:20.00
273.45,277,273.45,277,24.00-7.00-26.00 11.00:15.00
276,276,275.55,276,24.00-7.00-26.00 11.00:10.00
279.3,279.3,279.3,279.3,24.00-7.00-26.00 11.00:5.00
284,284,279.05,279.3,24.00-7.00-26.00 11.00:0.00
289,289,288.15,288.15,24.00-7.00-26.00 10.00:55.00
293.25,293.25,293.25,293.25,24.00-7.00-26.00 10.00:50.00
293.8,295.35,289.5,295.35,24.00-7.00-26.00 10.00:45.00
293.75,293.75,293.75,293.75,24.00-7.00-26.00 10.00:40.00
293,293,291.1,291.55,24.00-7.00-26.00 10.00:35.00
295.2,295.2,290.3,292,24.00-7.00-26.00 10.00:30.00
302.9,302.9,300.3,300.3,24.00-7.00-26.00 10.00:25.00
298.35,298.35,297.05,297.05,24.00-7.00-26.00 10.00:20.00
304.75,304.75,297.15,298.55,24.00-7.00-26.00 10.00:15.00
310,310,305.4,305.7,24.00-7.00-26.00 10.00:10.00
306.4,307.35,301.15,307.35,24.00-7.00-26.00 10.00:5.00
309.65,309.65,309.6,309.6,24.00-7.00-26.00 10.00:0.00
333.8,334.75,325.95,325.95,24.00-7.00-26.00 9.00:55.00
334.3,337.7,334.3,335.6,24.00-7.00-26.00 9.00:50.00
365,365,365,365,24.00-7.00-26.00 9.00:25.00
405,405,395.65,395.65,24.00-7.00-25.00 15.00:25.00
400.65,400.65,400.65,400.65,24.00-7.00-25.00 14.00:0.00
400.65,400.65,400.65,400.65,24.00-7.00-25.00 13.00:0.00
419.7,419.7,419.7,419.7,24.00-7.00-25.00 12.00:55.00
420,420,420,420,24.00-7.00-25.00 12.00:25.00
440,440,440,440,24.00-7.00-25.00 12.00:10.00
440,440,440,440,24.00-7.00-25.00 12.00:0.00
454.05,454.95,454.05,454.95,24.00-7.00-25.00 10.00:45.00
453.5,453.5,453.5,453.5,24.00-7.00-25.00 10.00:40.00
461.5,468.5,461.5,468.5,24.00-7.00-25.00 9.00:35.00
450,450,450,450,24.00-7.00-25.00 9.00:30.00
371.65,371.65,371.65,371.65,24.00-7.00-24.00 15.00:5.00
445,445,445,445,24.00-7.00-24.00 12.00:15.00
420,420,420,420,24.00-7.00-24.00 12.00:10.00
420,420,420,420,24.00-7.00-24.00 12.00:5.00
552.1,552.1,410,410,24.00-7.00-24.00 9.00:45.00
400,400,400,400,24.00-7.00-24.00 9.00:25.00
400,400,400,400,24.00-7.00-24.00 9.00:15.00
400,400,400,400,24.00-7.00-23.00 14.00:25.00
406,406,406,406,24.00-7.00-23.00 14.00:10.00
406.25,406.25,406.25,406.25,24.00-7.00-23.00 14.00:0.00
550,550,550,550,24.00-7.00-23.00 12.00:25.00
555,555,555,555,24.00-7.00-23.00 12.00:20.00
420.6,421.85,420.5,421.85,24.00-7.00-22.00 15.00:20.00
411.75,421.65,411.75,421.2,24.00-7.00-22.00 15.00:15.00
409.05,409.05,409.05,409.05,24.00-7.00-22.00 14.00:25.00
404.5,404.5,404.5,404.5,24.00-7.00-22.00 13.00:50.00
424.5,424.5,424.5,424.5,24.00-7.00-22.00 13.00:15.00
403.05,412.8,403.05,412.8,24.00-7.00-22.00 13.00:10.00
444.25,444.25,407.5,407.5,24.00-7.00-22.00 12.00:50.00
444.15,444.15,444.15,444.15,24.00-7.00-22.00 12.00:35.00
410,410,410,410,24.00-7.00-22.00 12.00:5.00
395,400,395,400,24.00-7.00-22.00 11.00:50.00
413.5,413.5,413.5,413.5,24.00-7.00-22.00 11.00:20.00
362.8,362.8,362.8,362.8,24.00-7.00-22.00 10.00:50.00
372.45,372.45,372.45,372.45,24.00-7.00-22.00 10.00:40.00
361.8,361.8,361.8,361.8,24.00-7.00-22.00 10.00:35.00
385,390,385,390,24.00-7.00-22.00 10.00:25.00
407.9,407.9,407.9,407.9,24.00-7.00-22.00 10.00:20.00
407.9,407.9,407.9,407.9,24.00-7.00-22.00 9.00:55.00
403.8,403.8,403.8,403.8,24.00-7.00-22.00 9.00:30.00
404,404,404,404,24.00-7.00-19.00 15.00:25.00
406.25,406.25,406.25,406.25,24.00-7.00-19.00 15.00:15.00
399,399,399,399,24.00-7.00-19.00 15.00:5.00
390.4,390.4,390.4,390.4,24.00-7.00-19.00 14.00:55.00
390.4,390.4,390.4,390.4,24.00-7.00-19.00 14.00:45.00
400.55,400.55,400.55,400.55,24.00-7.00-19.00 14.00:40.00
362,362,362,362,24.00-7.00-19.00 14.00:10.00
335.9,335.9,335.9,335.9,24.00-7.00-19.00 13.00:5.00
331,331,331,331,24.00-7.00-19.00 11.00:40.00
343.3,343.3,343.3,343.3,24.00-7.00-19.00 11.00:0.00
